"gmd_identifier","gmd_name","Land","kanton","agglo_identifier","population_2012"
"230","Winterthur","CH","ZH","230",104468
"219","Elsau","CH","ZH","230",3355
"223","Neftenbach","CH","ZH","230",5425
"217","Elgg","CH","ZH","230",4034
"225","Rickenbach (ZH)","CH","ZH","230",2551
"226","Schlatt (ZH)","CH","ZH","230",738
"227","Seuzach","CH","ZH","230",7136
"298","Wiesendangen","CH","ZH","230",5984
"261","Zürich","CH","ZH","261",380777
"52","Bassersdorf","CH","ZH","261",11243
"54","Dietlikon","CH","ZH","261",7170
"62","Kloten","CH","ZH","261",18402
"66","Opfikon","CH","ZH","261",16116
"69","Wallisellen","CH","ZH","261",14188
"131","Adliswil","CH","ZH","261",18037
"133","Horgen","CH","ZH","261",19282
"135","Kilchberg (ZH)","CH","ZH","261",7675
"136","Langnau am Albis","CH","ZH","261",7254
"137","Oberrieden","CH","ZH","261",4979
"139","Rüschlikon","CH","ZH","261",5425
"141","Thalwil","CH","ZH","261",17340
"151","Erlenbach (ZH)","CH","ZH","261",5325
"152","Herrliberg","CH","ZH","261",6148
"154","Küsnacht (ZH)","CH","ZH","261",13518
"160","Zumikon","CH","ZH","261",5167
"161","Zollikon","CH","ZH","261",12163
"191","Dübendorf","CH","ZH","261",25341
"194","Greifensee","CH","ZH","261",5226
"197","Schwerzenbach","CH","ZH","261",4743
"199","Volketswil","CH","ZH","261",17768
"200","Wangen-Brüttisellen","CH","ZH","261",7578
"243","Dietikon","CH","ZH","261",24843
"244","Geroldswil","CH","ZH","261",4755
"245","Oberengstringen","CH","ZH","261",6416
"246","Oetwil an der Limmat","CH","ZH","261",2332
"247","Schlieren","CH","ZH","261",17199
"249","Unterengstringen","CH","ZH","261",3398
"250","Urdorf","CH","ZH","261",9471
"251","Weiningen (ZH)","CH","ZH","261",4287
"4023","Bergdietikon","CH","AG","261",2404
"2","Affoltern am Albis","CH","ZH","261",11276
"5","Hedingen","CH","ZH","261",3511
"51","Bachenbülach","CH","ZH","261",4019
"53","Bülach","CH","ZH","261",17975
"56","Embrach","CH","ZH","261",8986
"57","Freienstein-Teufen","CH","ZH","261",2317
"60","Höri","CH","ZH","261",2619
"68","Rorbas","CH","ZH","261",2501
"72","Winkel","CH","ZH","261",4088
"89","Niederglatt","CH","ZH","261",4580
"90","Niederhasli","CH","ZH","261",8723
"92","Oberglatt","CH","ZH","261",6063
"96","Regensdorf","CH","ZH","261",16975
"121","Wetzikon (ZH)","CH","ZH","261",23274
"138","Richterswil","CH","ZH","261",12832
"142","Wädenswil","CH","ZH","261",20967
"155","Männedorf","CH","ZH","261",10470
"156","Meilen","CH","ZH","261",12816
"158","Stäfa","CH","ZH","261",13876
"159","Uetikon am See","CH","ZH","261",5931
"174","Illnau-Effretikon","CH","ZH","261",16117
"198","Uster","CH","ZH","261",32748
"1322","Freienbach","CH","SZ","261",15758
"1323","Wollerau","CH","SZ","261",7051
"4030","Killwangen","CH","AG","261",1825
"4040","Spreitenbach","CH","AG","261",10930
"4048","Würenlos","CH","AG","261",5850
"4062","Berikon","CH","AG","261",4519
"4063","Bremgarten (AG)","CH","AG","261",7580
"4075","Rudolfstetten-Friedlisberg","CH","AG","261",4319
"4081","Widen","CH","AG","261",3581
"4083","Zufikon","CH","AG","261",4250
"1","Aeugst am Albis","CH","ZH","261",1955
"3","Bonstetten","CH","ZH","261",5205
"4","Hausen am Albis","CH","ZH","261",3376
"8","Maschwanden","CH","ZH","261",641
"9","Mettmenstetten","CH","ZH","261",4420
"10","Obfelden","CH","ZH","261",4833
"11","Ottenbach","CH","ZH","261",2480
"12","Rifferswil","CH","ZH","261",957
"13","Stallikon","CH","ZH","261",3309
"14","Wettswil am Albis","CH","ZH","261",4579
"23","Berg am Irchel","CH","ZH","261",587
"55","Eglisau","CH","ZH","261",4709
"58","Glattfelden","CH","ZH","261",4550
"59","Hochfelden","CH","ZH","261",2022
"61","Hüntwangen","CH","ZH","261",1000
"63","Lufingen","CH","ZH","261",1833
"64","Nürensdorf","CH","ZH","261",5274
"65","Oberembrach","CH","ZH","261",1030
"67","Rafz","CH","ZH","261",4098
"70","Wasterkingen","CH","ZH","261",547
"71","Wil (ZH)","CH","ZH","261",1298
"81","Bachs","CH","ZH","261",574
"82","Boppelsen","CH","ZH","261",1276
"83","Buchs (ZH)","CH","ZH","261",6068
"84","Dällikon","CH","ZH","261",3733
"85","Dänikon","CH","ZH","261",1928
"86","Dielsdorf","CH","ZH","261",5790
"87","Hüttikon","CH","ZH","261",669
"88","Neerach","CH","ZH","261",3029
"91","Niederweningen","CH","ZH","261",2760
"93","Oberweningen","CH","ZH","261",1754
"94","Otelfingen","CH","ZH","261",2755
"95","Regensberg","CH","ZH","261",491
"97","Rümlang","CH","ZH","261",7019
"98","Schleinikon","CH","ZH","261",718
"99","Schöfflisdorf","CH","ZH","261",1375
"100","Stadel","CH","ZH","261",2015
"101","Steinmaur","CH","ZH","261",3279
"102","Weiach","CH","ZH","261",1083
"111","Bäretswil","CH","ZH","261",4934
"112","Bubikon","CH","ZH","261",6854
"115","Gossau (ZH)","CH","ZH","261",9725
"116","Grüningen","CH","ZH","261",3229
"117","Hinwil","CH","ZH","261",10615
"119","Seegräben","CH","ZH","261",1305
"132","Hirzel","CH","ZH","261",2134
"134","Hütten","CH","ZH","261",897
"140","Schönenberg (ZH)","CH","ZH","261",1896
"153","Hombrechtikon","CH","ZH","261",8119
"157","Oetwil am See","CH","ZH","261",4557
"172","Fehraltorf","CH","ZH","261",6234
"173","Hittnau","CH","ZH","261",3508
"175","Kyburg","CH","ZH","261",405
"176","Lindau","CH","ZH","261",5212
"177","Pfäffikon","CH","ZH","261",11027
"178","Russikon","CH","ZH","261",4132
"180","Weisslingen","CH","ZH","261",3176
"182","Wildberg","CH","ZH","261",1005
"192","Egg","CH","ZH","261",8305
"193","Fällanden","CH","ZH","261",8072
"195","Maur","CH","ZH","261",9634
"196","Mönchaltorf","CH","ZH","261",3447
"213","Brütten","CH","ZH","261",1989
"215","Dättlikon","CH","ZH","261",748
"224","Pfungen","CH","ZH","261",3386
"241","Aesch (ZH)","CH","ZH","261",1157
"242","Birmensdorf (ZH)","CH","ZH","261",5965
"248","Uitikon","CH","ZH","261",3947
"1321","Feusisberg","CH","SZ","261",4945
"2933","Buchberg","CH","SH","261",837
"2938","Rüdlingen","CH","SH","261",755
"4022","Bellikon","CH","AG","261",1588
"4031","Künten","CH","AG","261",1622
"4061","Arni (AG)","CH","AG","261",1830
"4066","Eggenwil","CH","AG","261",904
"4067","Fischbach-Göslikon","CH","AG","261",1473
"4071","Jonen","CH","AG","261",1966
"4073","Oberlunkhofen","CH","AG","261",1956
"4074","Oberwil-Lieli","CH","AG","261",2155
"4079","Unterlunkhofen","CH","AG","261",1277
"4084","Islisberg","CH","AG","261",607
"4226","Besenbüren","CH","AG","261",563
"4238","Rottenschwil","CH","AG","261",783
"4306","Fisibach","CH","AG","261",408
"4308","Kaiserstuhl","CH","AG","261",403
"4318","Schneisingen","CH","AG","261",1329
"4319","Siglistorf","CH","AG","261",613
"351","Bern","CH","BE","351",127515
"352","Bolligen","CH","BE","351",6021
"353","Bremgarten bei Bern","CH","BE","351",4318
"355","Köniz","CH","BE","351",39375
"356","Muri bei Bern","CH","BE","351",12675
"358","Stettlen","CH","BE","351",2883
"359","Vechigen","CH","BE","351",4809
"361","Zollikofen","CH","BE","351",9977
"362","Ittigen","CH","BE","351",10997
"363","Ostermundigen","CH","BE","351",15871
"403","Bäriswil","CH","BE","351",1024
"544","Moosseedorf","CH","BE","351",3645
"551","Urtenen-Schönbühl","CH","BE","351",5890
"870","Kehrsatz","CH","BE","351",4120
"616","Münsingen","CH","BE","351",11566
"307","Meikirch","CH","BE","351",2424
"309","Radelfingen","CH","BE","351",1196
"310","Rapperswil (BE)","CH","BE","351",2368
"311","Schüpfen","CH","BE","351",3566
"354","Kirchlindach","CH","BE","351",2808
"357","Oberbalm","CH","BE","351",876
"360","Wohlen bei Bern","CH","BE","351",8901
"409","Hindelbank","CH","BE","351",2166
"414","Krauchthal","CH","BE","351",2322
"532","Bangerten","CH","BE","351",160
"535","Deisswil bei Münchenbuchsee","CH","BE","351",92
"536","Diemerswil","CH","BE","351",190
"538","Fraubrunnen","CH","BE","351",4845
"540","Jegenstorf","CH","BE","351",5470
"541","Iffwil","CH","BE","351",412
"543","Mattstetten","CH","BE","351",586
"546","Münchenbuchsee","CH","BE","351",9749
"553","Wiggiswil","CH","BE","351",98
"557","Zuzwil (BE)","CH","BE","351",578
"603","Biglen","CH","BE","351",1736
"608","Grosshöchstetten","CH","BE","351",3287
"609","Häutligen","CH","BE","351",252
"610","Herbligen","CH","BE","351",579
"611","Kiesen","CH","BE","351",864
"612","Konolfingen","CH","BE","351",4911
"617","Niederhünigen","CH","BE","351",626
"622","Oppligen","CH","BE","351",664
"623","Rubigen","CH","BE","351",2895
"624","Schlosswil","CH","BE","351",632
"625","Tägertschi","CH","BE","351",409
"627","Worb","CH","BE","351",11324
"628","Zäziwil","CH","BE","351",1632
"630","Allmendingen","CH","BE","351",511
"632","Wichtrach","CH","BE","351",4089
"662","Ferenbalm","CH","BE","351",1243
"663","Frauenkappelen","CH","BE","351",1241
"666","Kriechenwil","CH","BE","351",414
"667","Laupen","CH","BE","351",2821
"668","Mühleberg","CH","BE","351",2727
"670","Neuenegg","CH","BE","351",4880
"855","Schwarzenburg","CH","BE","351",6773
"861","Belp","CH","BE","351",11108
"865","Gelterfingen","CH","BE","351",254
"866","Gerzensee","CH","BE","351",1184
"868","Jaberg","CH","BE","351",252
"869","Kaufdorf","CH","BE","351",1048
"872","Kirchdorf (BE)","CH","BE","351",881
"873","Kirchenthurnen","CH","BE","351",272
"875","Mühledorf (BE)","CH","BE","351",258
"876","Mühlethurnen","CH","BE","351",1372
"877","Niedermuhlern","CH","BE","351",461
"881","Rümligen","CH","BE","351",438
"884","Toffen","CH","BE","351",2499
"885","Uttigen","CH","BE","351",1898
"888","Wald (BE)","CH","BE","351",1184
"2260","Gempenach","CH","FR","351",291
"2278","Ulmiz","CH","FR","351",403
"2295","Bösingen","CH","FR","351",3346
"2308","Ueberstorf","CH","FR","351",2395
"2309","Wünnewil-Flamatt","CH","FR","351",5326
"371","Biel/Bienne","CH","BE","371",52351
"372","Evilard","CH","BE","371",2465
"731","Aegerten","CH","BE","371",1781
"732","Bellmund","CH","BE","371",1546
"733","Brügg","CH","BE","371",4257
"739","Ipsach","CH","BE","371",3940
"743","Nidau","CH","BE","371",6782
"745","Port","CH","BE","371",3346
"748","Schwadernau","CH","BE","371",662
"749","Studen (BE)","CH","BE","371",2884
"755","Worben","CH","BE","371",2211
"390","Meinisberg","CH","BE","371",1309
"392","Pieterlen","CH","BE","371",3821
"436","La Heutte","CH","BE","371",477
"438","Orvin","CH","BE","371",1195
"439","Péry","CH","BE","371",1362
"442","Romont (BE)","CH","BE","371",206
"449","Sauge","CH","BE","371",772
"738","Jens","CH","BE","371",674
"740","Ligerz","CH","BE","371",527
"741","Merzligen","CH","BE","371",405
"742","Mörigen","CH","BE","371",882
"744","Orpund","CH","BE","371",2649
"746","Safnern","CH","BE","371",1854
"747","Scheuren","CH","BE","371",460
"750","Sutz-Lattrigen","CH","BE","371",1358
"756","Twann-Tüscherz","CH","BE","371",1095
"581","Interlaken","CH","BE","581",5504
"572","Bönigen","CH","BE","581",2478
"587","Matten bei Interlaken","CH","BE","581",3777
"593","Unterseen","CH","BE","581",5562
"575","Därligen","CH","BE","581",420
"588","Niederried bei Interlaken","CH","BE","581",335
"590","Ringgenberg (BE)","CH","BE","581",2629
"591","Saxeten","CH","BE","581",100
"594","Wilderswil","CH","BE","581",2558
"942","Thun","CH","BE","942",42735
"928","Heimberg","CH","BE","942",6465
"929","Hilterfingen","CH","BE","942",4061
"934","Oberhofen am Thunersee","CH","BE","942",2366
"939","Steffisburg","CH","BE","942",15515
"941","Thierachern","CH","BE","942",2350
"770","Stocken-Höfen","CH","BE","942",978
"921","Amsoldingen","CH","BE","942",788
"925","Fahrni","CH","BE","942",796
"927","Heiligenschwendi","CH","BE","942",681
"931","Homberg","CH","BE","942",509
"932","Horrenbach-Buchen","CH","BE","942",256
"937","Schwendibach","CH","BE","942",255
"945","Unterlangenegg","CH","BE","942",927
"947","Zwieselberg","CH","BE","942",282
"1061","Luzern","CH","LU","1061",79478
"1024","Emmen","CH","LU","1061",28701
"1040","Rothenburg","CH","LU","1061",7227
"1051","Adligenswil","CH","LU","1061",5406
"1052","Buchrain","CH","LU","1061",6049
"1053","Dierikon","CH","LU","1061",1467
"1054","Ebikon","CH","LU","1061",12571
"1058","Horw","CH","LU","1061",13618
"1059","Kriens","CH","LU","1061",26751
"1063","Meggen","CH","LU","1061",6752
"1026","Eschenbach (LU)","CH","LU","1061",3547
"1033","Inwil","CH","LU","1061",2306
"1037","Rain","CH","LU","1061",2494
"1062","Malters","CH","LU","1061",6861
"1066","Schwarzenberg","CH","LU","1061",1676
"1067","Udligenswil","CH","LU","1061",2196
"1088","Hildisrieden","CH","LU","1061",1969
"1093","Neuenkirch","CH","LU","1061",6185
"1507","Hergiswil (NW)","CH","NW","1061",5487
"1201","Altdorf (UR)","CH","UR","1201",8981
"1203","Attinghausen","CH","UR","1201",1591
"1205","Bürglen (UR)","CH","UR","1201",3917
"1207","Flüelen","CH","UR","1201",1988
"1213","Schattdorf","CH","UR","1201",5009
"1204","Bauen","CH","UR","1201",170
"1206","Erstfeld","CH","UR","1201",3778
"1211","Isenthal","CH","UR","1201",529
"1214","Seedorf (UR)","CH","UR","1201",1806
"1216","Silenen","CH","UR","1201",2162
"1218","Spiringen","CH","UR","1201",846
"1219","Unterschächen","CH","UR","1201",699
"1341","Altendorf","CH","SZ","1344",6376
"1344","Lachen","CH","SZ","1344",8004
"1346","Schübelbach","CH","SZ","1344",8567
"1349","Wangen (SZ)","CH","SZ","1344",4764
"1630","Glarus Nord","CH","GL","1630",17198
"1632","Glarus","CH","GL","1630",12312
"1711","Zug","CH","ZG","1711",27537
"1701","Baar","CH","ZG","1711",22355
"1702","Cham","CH","ZG","1711",15020
"1703","Hünenberg","CH","ZG","1711",8804
"1708","Steinhausen","CH","ZG","1711",9213
"1706","Oberägeri","CH","ZG","1711",5653
"1707","Risch","CH","ZG","1711",9779
"1709","Unterägeri","CH","ZG","1711",8280
"7","Knonau","CH","ZH","1711",1982
"1064","Meierskappel","CH","LU","1711",1301
"1704","Menzingen","CH","ZG","1711",4335
"1705","Neuheim","CH","ZG","1711",2006
"1710","Walchwil","CH","ZG","1711",3593
"4237","Oberrüti","CH","AG","1711",1411
"2125","Bulle","CH","FR","2125",20177
"2131","Echarlens","CH","FR","2125",767
"2143","Morlon","CH","FR","2125",588
"2148","Riaz","CH","FR","2125",2201
"2160","Vuadens","CH","FR","2125",2153
"2124","Broc","CH","FR","2125",2442
"2145","Le Pâquier (FR)","CH","FR","2125",1109
"2196","Fribourg","CH","FR","2196",36633
"2175","Belfaux","CH","FR","2196",2862
"2183","Corminboeuf","CH","FR","2196",2140
"2197","Givisiez","CH","FR","2196",3043
"2198","Granges-Paccot","CH","FR","2196",2926
"2228","Villars-sur-Glâne","CH","FR","2196",11975
"2171","Arconciel","CH","FR","2196",762
"2172","Autafond","CH","FR","2196",74
"2173","Autigny","CH","FR","2196",710
"2174","Avry","CH","FR","2196",1844
"2177","Chénens","CH","FR","2196",702
"2179","Chésopelloz","CH","FR","2196",126
"2184","Corpataux-Magnedens","CH","FR","2196",1237
"2186","Cottens (FR)","CH","FR","2196",1385
"2189","Ependes (FR)","CH","FR","2196",1095
"2192","Farvagny","CH","FR","2196",2130
"2194","Ferpicloz","CH","FR","2196",278
"2200","Grolley","CH","FR","2196",1858
"2206","Marly","CH","FR","2196",7729
"2208","Matran","CH","FR","2196",1567
"2211","Neyruz (FR)","CH","FR","2196",2321
"2213","Noréaz","CH","FR","2196",597
"2216","Pierrafortscha","CH","FR","2196",149
"2217","Ponthaux","CH","FR","2196",681
"2220","Le Mouret","CH","FR","2196",3022
"2221","Prez-vers-Noréaz","CH","FR","2196",937
"2222","Rossens (FR)","CH","FR","2196",1242
"2225","Senèdes","CH","FR","2196",139
"2226","Treyvaux","CH","FR","2196",1439
"2230","Villarsel-sur-Marly","CH","FR","2196",84
"2233","Hauterive (FR)","CH","FR","2196",2268
"2234","La Brillaz","CH","FR","2196",1777
"2235","La Sonnaz","CH","FR","2196",1002
"2243","Barberêche","CH","FR","2196",514
"2272","Misery-Courtion","CH","FR","2196",1635
"2307","Tentlingen","CH","FR","2196",1228
"2546","Grenchen","CH","SO","2546",16173
"387","Lengnau (BE)","CH","BE","2546",4633
"2543","Bettlach","CH","SO","2546",4834
"2581","Olten","CH","SO","2581",17133
"1147","Wikon","CH","LU","2581",1416
"2497","Obergösgen","CH","SO","2581",2132
"2500","Trimbach","CH","SO","2581",6309
"2501","Winznau","CH","SO","2581",1766
"2573","Dulliken","CH","SO","2581",4725
"2579","Hägendorf","CH","SO","2581",4684
"2580","Kappel (SO)","CH","SO","2581",2989
"2582","Rickenbach (SO)","CH","SO","2581",883
"2584","Starrkirch-Wil","CH","SO","2581",1631
"2586","Wangen bei Olten","CH","SO","2581",4881
"4271","Aarburg","CH","AG","2581",7193
"4274","Brittnau","CH","AG","2581",3777
"4280","Oftringen","CH","AG","2581",12939
"4285","Strengelbach","CH","AG","2581",4660
"4289","Zofingen","CH","AG","2581",10824
"2491","Hauenstein-Ifenthal","CH","SO","2581",316
"2493","Lostorf","CH","SO","2581",3864
"2502","Wisen (SO)","CH","SO","2581",419
"2571","Boningen","CH","SO","2581",730
"4287","Vordemwald","CH","AG","2581",1770
"2601","Solothurn","CH","SO","2601",16465
"2517","Derendingen","CH","SO","2601",6058
"2532","Subingen","CH","SO","2601",2995
"2534","Zuchwil","CH","SO","2601",8715
"2542","Bellach","CH","SO","2601",5151
"2544","Feldbrunnen-St. Niklaus","CH","SO","2601",919
"2550","Langendorf","CH","SO","2601",3756
"2553","Oberdorf (SO)","CH","SO","2601",1651
"2513","Biberist","CH","SO","2601",8125
"2519","Gerlafingen","CH","SO","2601",4888
"2516","Deitingen","CH","SO","2601",2233
"2520","Halten","CH","SO","2601",861
"2524","Hüniken","CH","SO","2601",92
"2526","Lohn-Ammannsegg","CH","SO","2601",2634
"2527","Luterbach","CH","SO","2601",3374
"2528","Obergerlafingen","CH","SO","2601",1116
"2529","Oekingen","CH","SO","2601",771
"2547","Günsberg","CH","SO","2601",1142
"2548","Hubersdorf","CH","SO","2601",734
"2551","Lommiswil","CH","SO","2601",1434
"2554","Riedholz","CH","SO","2601",2193
"2555","Rüttenen","CH","SO","2601",1443
"2701","Basel","CH","BS","2701",165566
"2473","Dornach","CH","SO","2701",6325
"2702","Bettingen","CH","BS","2701",1160
"2703","Riehen","CH","BS","2701",20699
"2761","Aesch (BL)","CH","BL","2701",10220
"2762","Allschwil","CH","BL","2701",19898
"2763","Arlesheim","CH","BL","2701",9073
"2765","Binningen","CH","BL","2701",14817
"2766","Birsfelden","CH","BL","2701",10277
"2767","Bottmingen","CH","BL","2701",6186
"2769","Münchenstein","CH","BL","2701",11715
"2770","Muttenz","CH","BL","2701",17339
"2771","Oberwil (BL)","CH","BL","2701",10721
"2772","Pfeffingen","CH","BL","2701",2210
"2773","Reinach (BL)","CH","BL","2701",18661
"2775","Therwil","CH","BL","2701",9784
"FR_68061","Buschwiller","FR","FR422","2701",952
"FR_68126","Hégenheim","FR","FR422","2701",3164
"FR_68135","Hésingue","FR","FR422","2701",2438
"FR_68149","Huningue","FR","FR422","2701",6584
"FR_68297","Saint-Louis","FR","FR422","2701",19761
"FR_68349","Village-Neuf","FR","FR422","2701",3649
"DE_08336091","Weil am Rhein","DE","DE139","2701",29918
"DE_08336043","Inzlingen","DE","DE139","2701",2472
"DE_08336050","Lörrach","DE","DE139","2701",48380
"2822","Augst","CH","BL","2701",840
"2824","Frenkendorf","CH","BL","2701",6296
"2825","Füllinsdorf","CH","BL","2701",4311
"2828","Lausen","CH","BL","2701",4868
"2829","Liestal","CH","BL","2701",13708
"2831","Pratteln","CH","BL","2701",15282
"2849","Itingen","CH","BL","2701",2018
"4252","Kaiseraugst","CH","AG","2701",5481
"4258","Rheinfelden","CH","AG","2701",12174
"DE_08336084","Steinen","DE","DE139","2701",10143
"DE_08336069","Rheinfelden (Baden)","DE","DE139","2701",32330
"DE_08336057","Maulburg","DE","DE139","2701",4018
"DE_08336081","Schopfheim","DE","DE139","2701",18940
"2471","Bättwil","CH","SO","2701",1186
"2472","Büren (SO)","CH","SO","2701",965
"2474","Gempen","CH","SO","2701",852
"2475","Hochwald","CH","SO","2701",1293
"2476","Hofstetten-Flüh","CH","SO","2701",3114
"2477","Metzerlen-Mariastein","CH","SO","2701",921
"2478","Nuglar-St. Pantaleon","CH","SO","2701",1474
"2479","Rodersdorf","CH","SO","2701",1274
"2480","Seewen","CH","SO","2701",998
"2481","Witterswil","CH","SO","2701",1387
"2611","Bärschwil","CH","SO","2701",819
"2613","Breitenbach","CH","SO","2701",3573
"2614","Büsserach","CH","SO","2701",2052
"2616","Fehren","CH","SO","2701",631
"2618","Himmelried","CH","SO","2701",925
"2619","Kleinlützel","CH","SO","2701",1249
"2620","Meltingen","CH","SO","2701",618
"2621","Nunningen","CH","SO","2701",1851
"2622","Zullwil","CH","SO","2701",618
"2764","Biel-Benken","CH","BL","2701",3182
"2768","Ettingen","CH","BL","2701",4887
"2774","Schönenbuch","CH","BL","2701",1416
"2781","Blauen","CH","BL","2701",675
"2782","Brislach","CH","BL","2701",1610
"2783","Burg im Leimental","CH","BL","2701",256
"2784","Dittingen","CH","BL","2701",753
"2785","Duggingen","CH","BL","2701",1421
"2786","Grellingen","CH","BL","2701",1777
"2787","Laufen","CH","BL","2701",5322
"2789","Nenzlingen","CH","BL","2701",427
"2791","Röschenz","CH","BL","2701",1838
"2792","Wahlen","CH","BL","2701",1343
"2793","Zwingen","CH","BL","2701",2180
"2821","Arisdorf","CH","BL","2701",1612
"2823","Bubendorf","CH","BL","2701",4393
"2826","Giebenach","CH","BL","2701",1029
